"Keyword","Intent","Position","SF","Traffic","Traffic %","Volume","KD %","URL","Updated"
"","daraz pk seller account","N","1","6","136","< 0.01","170","37","www.daraz.pk/sell-on-daraz/","Jul 30"
"","daraz app download for pc","I","1","4","136","< 0.01","170","33","www.daraz.pk/wow/i/pk/help/play-on-app","Aug 02"
"","daraz phone number","N","","6","136","< 0.01","170","33","daraz.pk/","Jul 24"
"","daraz web","N T","1","5","136","< 0.01","170","47","www.daraz.pk/","Jun 20"
"","seller daraz pk","N","1","6","136","< 0.01","170","40","www.daraz.pk/sell-on-daraz/","Jul 11"
"","daraz online shopping lahore","C","1","4","136","< 0.01","170","46","www.daraz.pk/tag/lahore-online-shopping-store/","Aug 02"
"","daraz complaint","N T","1","3","136","< 0.01","170","36","helpcenter.daraz.pk/page/knowledge?pageId=12&category=1000001093&knowledge=1000034579&language=en","Jul 26"
"","www draz com","N","1","5","136","< 0.01","170","44","www.daraz.pk/","Jul 31"
"","drazapp","N","1","5","136","< 0.01","170","45","www.daraz.pk/","Jul 18"
"","deaz","N","1","5","136","< 0.01","170","39","www.daraz.pk/","Jun 27"
"","drawz","N","1","7","136","< 0.01","170","42","www.daraz.pk/","Jul 05"
"","online shopping in pakistan with free home delivery daraz","N","1","5","136","< 0.01","170","40","www.daraz.pk/tag/free-home-delivery-items/","Aug 12"
"","belini hair color","I","","8","133","< 0.01","1K","30","www.daraz.pk/products/belini-sachet-hair-color-mahogany-55-i505336197.html","Jul 19"
"","belini hair color","I","","8","133","< 0.01","1K","30","www.daraz.pk/products/belini-excellent-creme-hair-color-sachet-i221917716.html","Jul 19"
"","ysl bag price","N T","","7","132","< 0.01","590","43","www.daraz.pk/tag/ysl-bag/","Jul 26"
"","hepa filter","C I","1","7","130","< 0.01","1K","37","www.daraz.pk/tag/hepa-filter-price/","Jul 09"
"","playstation 2","C I","1","7","130","< 0.01","1K","36","www.daraz.pk/tag/ps2-price/","Jul 12"
"","kids motorcycle","I","1","4","130","< 0.01","1K","30","www.daraz.pk/tag/kids-motorbike/","Jul 09"
"","sugar check machine","I","1","6","130","< 0.01","1K","39","www.daraz.pk/blood-glucose-monitor/","Aug 07"
"","dinosaur toys","I T","2","6","130","< 0.01","1K","30","www.daraz.pk/tag/dinosaur-toys/","Jul 25"
"","beef tallow","I T","","7","130","< 0.01","1K","37","www.daraz.pk/tag/beef-tallow/","Jul 20"
"","batana oil","I","1","7","130","< 0.01","1K","38","www.daraz.pk/tag/batana-oil/","Jul 18"
"","kneepad","I","1","7","130","< 0.01","1K","35","www.daraz.pk/knee-elbow-pads/","Jul 31"
"","cocoa butter","I T","1","5","130","< 0.01","1K","32","www.daraz.pk/tag/cocoa-butter-price/","Jul 26"
"","monster energy","I T","","6","130","< 0.01","1K","38","www.daraz.pk/tag/monster-energy-drink-1/","Jul 13"
"","online offers","I","1","5","130","< 0.01","1K","32","www.daraz.pk/","Jun 26"
"","white tulips","I","1","8","130","< 0.01","1K","33","www.daraz.pk/tag/tulips-flowers-white/","2 days"
"","gochujang","I T","","6","130","< 0.01","1K","47","www.daraz.pk/tag/gochujang/","Aug 02"
"","pickleball paddles","C I","2","6","130","< 0.01","1K","36","www.daraz.pk/tag/pickleball-rackets/","Aug 12"
"","dongle","I","1","7","130","< 0.01","1K","35","www.daraz.pk/tag/dongle-device-computer/","Jul 23"
"","computer motherboard","I","1","8","130","< 0.01","1K","34","www.daraz.pk/motherboard/","Jul 31"
"","fanny pack","C I","1","7","130","< 0.01","1K","35","www.daraz.pk/tag/fanny-bag-pack/","Jul 10"
"","bath mat","I","2","4","130","< 0.01","1K","33","www.daraz.pk/bath-mats-rugs/","Aug 12"
"","chocolate syrup","I T","","9","130","< 0.01","1K","38","www.daraz.pk/tag/chocolate-syrup-price/","Jul 10"
"","sumac","I T","","8","130","< 0.01","1K","31","www.daraz.pk/tag/sumac-powder-price/","Jul 24"
"","scooty bike","I","1","6","130","< 0.01","1K","33","www.daraz.pk/tag/scooty-bike-price/","Aug 09"
"","plunger","I","1","8","130","< 0.01","1K","40","www.daraz.pk/tag/toilet-plunger-price/","Jul 11"
"","infrared sensor","I","1","7","130","< 0.01","1K","33","www.daraz.pk/tag/i-r-sensor/","Aug 05"
"","fuel pump","I","1","6","130","< 0.01","1K","40","www.daraz.pk/motorcycle-fuel-pumps/","Jul 10"
"","frisbee","I","1","7","130","< 0.01","1K","46","www.daraz.pk/tag/frisbees/","Jul 25"
"","instant coffee","I T","","7","130","< 0.01","1K","34","www.daraz.pk/tag/instant-coffee-drink/","Jul 25"
"","batana","I","1","9","130","< 0.01","1K","30","www.daraz.pk/tag/batana-oil/","Jul 09"
"","tak tak game","I T","1","8","130","< 0.01","1K","39","www.daraz.pk/tag/tak-tak-crackers/","Jul 06"
"","online shopping in karachi","I","1","4","130","< 0.01","1K","47","www.daraz.pk/","Jun 28"
"","cricket nets","T","1","5","130","< 0.01","1K","32","www.daraz.pk/tag/cricket-net-price/","Aug 09"
"","samsung led remote","I T","","3","127","< 0.01","480","31","www.daraz.pk/products/1088-original-samsung-lcd-led-tv-remote-control-rm-1088-i218227875.html","Aug 10"
"","samsung led remote","I T","","3","127","< 0.01","480","31","www.daraz.pk/products/universal-remote-for-all-samsung-lcdled-and-use-for-china-samsungfree-cell-i132218324.html","Aug 10"
